16 attraction reviews,"September 24, 2015
","
63 helpful votes ",lvl_06,"
nottingham
",5,"
Fantastic tour with Viatour - english speaking guide - access all areas.
Worth every penny - missed all the queues. Our guides were so knowledgeable and clearly loved their City.
We had an early start with the first tour of the day but well worth getting up that bit earlier.
My only moan with the amount of people paying to...


More  


",Colosseum,Amazing Tour,112 reviews
N/A,"September 24, 2015
",N/A,lvl_02,"
",4,"
Good attraction must see don't advise going with hangover as we did as alot to actually see probably would go again
",Colosseum,Worth the walk,5 reviews
6 attraction reviews,"September 24, 2015
","
87 helpful votes ",lvl_06,"
Victoria
",4,"
We took a friends good advice and went to the colliseum for 0900. Excellent. No lines, we bought individual non guided tickets and loved wandering the site for about 90 minutes. As we were leaving long lines were beginning to form, we smiled and left having had the place nearly to ourselves.
There is little doubt that the guided tours...


More  


",Colosseum,Go early and beat the crowds,100 reviews
24 attraction reviews,"September 24, 2015
","
28 helpful votes ",lvl_04,"
Lauria, Italy
",3,"
Perhaps its an attempt by the site organisers to re create the experience of going to the arena but they must have got it wrong 2000 yrs ago it was free,easy to get into and easy to get out of.
Its now hard to get into and even harder to get out of.
The toilets are portakabins on a world...


More  


",Colosseum,Colossal mess,49 reviews
7 attraction reviews,"September 24, 2015
","
15 helpful votes ",lvl_05,"
Prague, Czech Republic
",5,"
Get transported to history; avoid the long lines.
See all and take it in.
Imagine all white marble floors, gold, bronze decor.
The voices and yells as the gladiators fight for honor and freedom.
",Colosseum,Feel history,32 reviews
N/A,"September 24, 2015
","
1 helpful vote ",lvl_02,"
Liphook, United Kingdom
",5,"
We visited independently of any tour guide ( we pulled up tye facts off the internet and saved money). Just be aware the tour guides grossly exagerate the wait times queueing to buy tickets etc.
I thought the colliseum was simply stunning. You could feel the history and it is amazing how much us still intact. The only thing that...


More  


",Colosseum,Simply amazing,6 reviews
7 attraction reviews,"September 24, 2015
",N/A,lvl_03,"
Sao Paulo, SP
",5,"
Climax of the trip to Rome. It is an amazing source of culture and history. In sunny days you can take beatiful pictures of it and see the details of ruins.
",Colosseum,Climax of the trip to Rome,12 reviews
9 attraction reviews,"September 23, 2015
","
9 helpful votes ",lvl_05,"
",5,"
You always see it in pictures or in movies but no comparison in person, guided tour is recommended!!! Be careful there are a lot of people that will approach you to give you a tour make sure they are registered and that you will get a tour guide you can understand. We paid 25 euros it was for guided tour...


More  


",Colosseum,Amazing!!!,41 reviews
"2,415 attraction reviews","September 23, 2015
","
9,010 helpful votes ",lvl_06,"
Hong Kong, China
",5,"
The Colosseum (Flavian Amphitheatre) in Rome is one of the most impressive ancient structures in the world. Built between 72-80AD by Emperor Vespasian and Titus, this colossal structure is recognised as not only the largest amphitheatre ever built but also as the greatest achievement of engineering and architecture the world has ever seen. Very few ancient structures compare to the...


More  


",Colosseum,Tips for visiting the Colosseum,"3,799 reviews"
311 attraction reviews,"September 23, 2015
","
208 helpful votes ",lvl_06,"
",4,"
As usual in Rome the queues outside were extensive, however on a guided tour our wait was a lot shorter than others.
We waited about 20 minutes then walked around with our guide. It is simply amazing how they built something to grand that many years ago.
Definitely worth a visit.
",Colosseum,Awesome to Actually See It and Enter,488 reviews
6 attraction reviews,"September 23, 2015
NEW
","
32 helpful votes ",lvl_04,"
Charleston, South Carolina
",5,"
Yes, it's heavily touristed, and for a good reason. It's the Colosseum! It's an amazing part of history that you get to walk around in. Imagine the lions and other animals below. Imagine the noble class in the best seats. View Rome from the outer points of view. I do recommend buying some type of skip the line tickets online...


More  


",Colosseum,You Must Go to the Colosseum,31 reviews
N/A,"September 23, 2015
NEW
","
10 helpful votes ",lvl_01,"
Swindon, United Kingdom
",5,"
Lives up to all those dreams you had as a child and were taught in school.
Pre-book before you go and definitely use a tour guide. You get to see levels you dont see on a normal visit and have the extra information as well as jumping the queues.
",Colosseum,Definitely Pre Book,4 reviews
3 attraction reviews,"September 23, 2015
NEW
","
3 helpful votes ",lvl_03,"
Reykjavik, Iceland
",4,"
Colosseum is a beautiful and a must see attraction in Rome.
I would book a ticket online in advance to avoid waiting in line for a long time. I walked around without audio tour and found it good that way. There are plenty of signs which give you some good info. The only bad thing I found about the Colosseum...


More  


",Colosseum,Crowded but an amazing attraction,8 reviews
15 attraction reviews,"September 23, 2015
NEW
","
15 helpful votes ",lvl_05,"
Solihull, United Kingdom
",5,"
I am not sure there is anything more to say about the Colesseum that has not already been said. It is an incredible sight. I just wish I had special access to see the place witthout any tourists around. I am sure it would be spine tingling experience . Definately one for the bucket list!
",Colosseum,Amazing.,37 reviews
N/A,"September 23, 2015
NEW
","
13 helpful votes ",N/A,"
",5,"
I would say Rome its an amazing city, all the history behind .incredible museums. Local people are really really friendly there.nice weather with good food. one thing is remember do more research before you go there.i went there two days ago ,so to see more pics and suggestion just visit chloe_cocolaw via instagram .
",Colosseum,Trip in Rome,2 reviews
60 attraction reviews,"September 23, 2015
NEW
","
26 helpful votes ",lvl_06,"
Kuwait City, Kuwait
",5,"
The most famous monument in Rome and is known as the ""Colosseum"" or ""Coliseum"". What we see nowadays is just the skeleton of what was the greatest arena in the ancient world. Three-fifths of the outer surrounding brick wall are missing but still it is the touristic place in Rome.
",Colosseum,Mighty Colosseum,102 reviews
13 attraction reviews,"September 23, 2015
NEW
","
8 helpful votes ",lvl_03,"
Lincoln, Nebraska
",5,"
What do you really need to say about the Colosseum! Something that is over 2000 years old and still standing. I would recommend that you buy a skip the line pass otherwise you will be in line for a long time. Lot of people but still I didn't think it was over crowded. Bring the camera.
",Colosseum,FANTASTIC!!!,19 reviews
4 attraction reviews,"September 23, 2015
NEW
","
2 helpful votes ",lvl_03,"
Seattle, Washington
",4,"
Very incredible experience and tour. There are many English speaking tour guides outside of the ticket area but don't let them talk you into spending more than you would on the provided tour guides. Also if it's cloudy, bring rain gear just in case!
",Colosseum,Breathtaking,18 reviews
6 attraction reviews,"September 23, 2015
NEW
","
24 helpful votes ",lvl_03,"
Bedfordshire
",5,"
Got on an English speaking tour within 2 minutes of arriving for 50€ for the 2 of us offered by an English guy, Italian guy wanted 90€. Gladiators want 5€ each to have yr pic done with them, but it's a must. The tour included Nero's ruins opposite after lunch, the guides were great and the historic stories enlightening to...


More  


",Colosseum,Loved the tour. ,21 reviews
4 attraction reviews,"September 23, 2015
NEW
","
15 helpful votes ",lvl_03,"
",5,"
We booked our tickets online whilst in Rome to do a guided tour and miss the queues but on arrival having thought we had found the correct entrance we were turned away and told to join the massive queue! The information stated to arrive roughly an hour prior to our timed tour yet the major queue was more like 2...


More  


",Colosseum,Awesome!!,20 reviews
7 attraction reviews,"September 23, 2015
","
35 helpful votes ",lvl_04,"
Liverpool, United Kingdom
",5,"
if you are planning a trip to Rome the you have to visit the Colosseum, it is goosebumps stuff. They have started to restore it to how it was, it will take years but will look fabulous, the queses to go in are very long but there are options of bypassing them if you want to-----be careful of the Roman...


More  


",Colosseum,amazing!!!,25 reviews
30 attraction reviews,"September 23, 2015
","
302 helpful votes ",lvl_06,"
Fairfield, Connecticut
",5,"
Toured the Colloseo with City Wonders (please see separate review). What an experience to stand in on stones that were put into place around 70 AD is mind boggling. Be sure to get access to the underground area where the gladiators and wild beasts lived. Access to the upper most level is also a must with panoramic views of Rome....


More  


",Colosseum,Absolutely Magnificent,140 reviews
12 attraction reviews,"September 23, 2015
","
39 helpful votes ",lvl_06,"
Cala d'Or, Spain
",5,"
We booked our tour with Walks of Italy who met us outside at the pre arranged time, we had booked an underground and third tier tour with 10 in our group and one guide.
We saw underground sections closed to normal tours and this was a great eye opener to the history of the Colusseum, We then were taken to...


More  


",Colosseum,Stunning,48 reviews
3 attraction reviews,"September 23, 2015
","
1 helpful vote ",lvl_02,"
",5,"
A definite destination to go if you go to rome. I was lucky enough to go there in the first Sunday of the month which they allow all guests to enter for free.
Such a beautiful place to get a picture to remember rome with
",Colosseum,Colosseum free entry ,6 reviews
4 attraction reviews,"September 23, 2015
","
16 helpful votes ",lvl_04,"
",5,"
I loved it! the sheer size of it, just its presence is awe inspiring. We decided not to do a tour as whats the point in paying upwards of 50 euros for someone telling you the history (with three mobile abroad package i could just google if i wanted!) they do hound you on your way here if you get...


More  


",Colosseum,One of the places you must see in Rome!,30 reviews
5 attraction reviews,"September 23, 2015
","
25 helpful votes ",lvl_03,"
Brighton, United Kingdom
",5,"
When you think of Rome you probably think of the Colosseum first! I had to queue for about 30 minutes but the queue moves fast. I went at 11am and I'm told if you go first thing, like 8 am there's only few minute queue. The cost was €12 which was fair, and I spent a good 2 hours there....


More  


",Colosseum,Stunning! Impressive!,18 reviews
11 attraction reviews,"September 23, 2015
","
32 helpful votes ",lvl_05,"
Cairo, Egypt
",5,"
A very historical place. Part of it is under maintenance and taking care.
The building reminds you about old movies that we have seen in the cinemas.
Some bars are in the neighborhood.
As said it's a historical place to be visited.
",Colosseum,My 3rd wedding anniversary trip,54 reviews
3 attraction reviews,"September 23, 2015
",N/A,lvl_02,"
New Delhi, Delhi, India
",5,"
majestic as you may define it. long lines but worth it, though we made a mistake of not hiring a guide to the monument , so could only understand the history from the literature or written material at the monument. no doubt its a wonder of the world
",Colosseum,majestic as you may define it.,7 reviews
7 attraction reviews,"September 23, 2015
","
38 helpful votes ",lvl_05,"
Brooklyn, New York
",5,"
Colosseum is one of the two ""must see"" sites in Rome along with the Vatican City. A very impressive site. Not much more to be said that hasn't already. If you're time is worth anything, DEFINITELY buy the skip the line tickets. Mine were 14€ and totally worth it plus it gave access to Palatine Hill. At the minimum buy...


More  


",Colosseum,A must if you're in Rome,45 reviews
N/A,"September 23, 2015
","
2 helpful votes ",lvl_02,"
",4,"
Roma is one of my favorite city. It has lot's of historic places. And one of tourists attractions is Colosseum. It's very easy to get there. And if you just walk around, it has - almost every corner - beautiful sights. Very enchanting city. Great food. Amo Roma!
",Colosseum,Bella cittá,7 reviews
3 attraction reviews,"September 23, 2015
","
5 helpful votes ",lvl_02,"
Chrudim, Czech Republic
",5,"
Although you see many times the Colosseum on the pictures or in the movies, the reality look is very impressive! It has touched me really by the heart. Is a giant fascinating architecture. I have purchased the tickets threw the official website coopculture.com The tickets you can print at home and just pass threw the gates. The view of the...


More  


",Colosseum,Amazing view,8 reviews
N/A,"September 23, 2015
",N/A,lvl_02,"
Edmonton, Canada
",5,"
A must see!!! Fantastic architecture from the roman times! Very cool area to check our surrounding it also.
",Colosseum,Wow!,6 reviews
8 attraction reviews,"September 23, 2015
","
5 helpful votes ",lvl_04,"
",3,"
My husband and I walked past the colosseum, it was so packed with tourists. We didn't even stop to take pictures. There are a lot of very large walking tours in Rome and honestly they just get in the way. I couldn't even stop to enjoy this attraction.
",Colosseum,Sooooo crowded!,26 reviews
N/A,"September 23, 2015
","
1 helpful vote ",lvl_01,"
Leicester, United Kingdom
",5,"
This is the most awesome piece of history I've ever seen in my whole life. You can walk around it as long as you like. They also have very good guides at different times during the day. For only 5€ it's totally worth it.
",Colosseum,Astonishing,4 reviews
N/A,"September 23, 2015
",N/A,lvl_01,"
",5,"
We had two days in Rome. This is a must see. Simply amazing architecture considering that a was built so long ago. We booked a tour which was very good and helped us to avoid long lines and individuals trying to sell you things.
",Colosseum,Anniversary celebration ,4 reviews
N/A,"September 23, 2015
","
10 helpful votes ",lvl_03,"
Merseyside
",3,"
Went to the Colosseum told a look a the queues and left again could have bought jump the queues tickets but had already had a couple of girls try to pick my pockets on the metro been ripped of by cafes that price things at take away prices and then are doubled if you drink in. And had the ""marketing...


More  


",Colosseum,Queues Queues and yet more Queues ,13 reviews
27 attraction reviews,"September 23, 2015
","
33 helpful votes ",lvl_06,"
Ericeira, Portugal
",5,"
One can never been senseless when facing such piece of history. It is a fantastic monument, we can walk around the corridors and imagine how it would be to be there in a sold out Colosseum with nearly 70.000 people. But with little imagination, we can also think on the suffering and paine of those used to amuse the crowds....


More  


",Colosseum,History,77 reviews
8 attraction reviews,"September 23, 2015
","
5 helpful votes ",lvl_03,"
Torrance, California
",3,"
Cool experience but maybe not worth waiting in a really really long line. Get the audio tour, otherwise, not worth the walk around the inside. We didn't do a guided tour and that might be where the value lines. The audio tour does explain quite a bit. A little confusing/difficult to navigate around the tour groups (outside companies) who are...


More  


",Colosseum,Good if you get the skip-the-line ticket in advance. Otherwise you may want to just see from the outside.,16 reviews
15 attraction reviews,"September 23, 2015
","
46 helpful votes ",lvl_05,"
Dubai
",5,"
This colosseum is a must see attraction that's what is said but unfortunately even though we had been at the door step we did not enter as it was very very crowded and the heat was at it's peak even to get in to take ticket through tour group which is better and faster we would have had to spend...


More  


",Colosseum,The best attraction in Rome,68 reviews
9 attraction reviews,"September 23, 2015
","
11 helpful votes ",lvl_05,"
Coronado, California, USA
",5,"
We bought a tour ahead of time and SO glad we did! We were told to and understand why... The lines are huge. And if you don't have a ticket ahead of time you will waste so much time.
Find any tour, too. Whatever is most affordable. You're going for the view and can look it up if you have...


More  


",Colosseum,Loved it!!! Buy advanced tickets or take a tour!!!,57 reviews
93 attraction reviews,"September 22, 2015
","
76 helpful votes ",lvl_06,"
",5,"
I highly recommend buying tickets online!!! It's the coloseum, even if you had a layover in Rome for 1/2 day, you'd want to try to see this, it's worth it. There's even a subway stop right across the street.
",Colosseum,"It's the Colosseum, enough said.",285 reviews
N/A,"September 22, 2015
","
2 helpful votes ",lvl_02,"
Philadelphia, Pennsylvania
",5,"
If at all possible, try to secure a private evening tour with access to the lower areas. well worth the cost.
",Colosseum,Amazing!,6 reviews
17 attraction reviews,"September 22, 2015
","
10 helpful votes ",lvl_04,"
Orange County, California
",4,"
We purchased a tour so we could ""skip the line"". There were no options to ""skip the line with out a tour"". (I would have preferred to use an app. vs listening to a guide who spoke broken English). I am a Professional Photographer and interested in photographing vs listening to a bunch of silly tourist questions. It took away...


More  


",Colosseum,The day was hot but the tour was worth it!,30 reviews
23 attraction reviews,"September 22, 2015
","
82 helpful votes ",lvl_05,"
Amersham, United Kingdom
",5,"
What an awe-inspiring place. Unfortunately we got the wrong guide, whose very strong accent and limited command of idiomatic English ruined what should have been a far more informative, evocative and edifying experience. Lesson learned: Don't just sign up with a guiding company's salesman. He will not be your guide. LISTEN TO YOUR ACTUAL GUIDE SPEAK BEFORE PAYING!!!
",Colosseum,Get the right guide!,97 reviews
10 attraction reviews,"September 22, 2015
","
8 helpful votes ",lvl_03,"
Magdeburg, Germany
",5,"
We knew some bit of Colosseum history from books and movies already. Still we chose to take a guided tour to know a bit more, which didn't end up well. The guide couldn't provide anything new. I would suggest to visit this place yourselves taking some time. You can read all the information on the boards inside. You will know...


More  


",Colosseum,Amazing,11 reviews
N/A,"September 22, 2015
","
3 helpful votes ",lvl_02,"
Newquay, United Kingdom
",5,"
You know all about it and have seen all the pictures but it still delivers an amazing experience.
12 euros for the colloseum and the Forum really good value.
Watch the skip the line offers outside. Double the price to avoid the 45 minute queue - which turned out to be a 5 minute queue!!
",Colosseum,Amazing ,7 reviews
10 attraction reviews,"September 22, 2015
","
2 helpful votes ",lvl_03,"
",5,"
If you read up a bit of ancient history (even fiction) it feels as if history comes alive around you at this ancient site. You can almost smell the food cooking over an ancient fire mixed with smell of 80000 romans and the fear and blood of the animals and people in the arena. I don't think a tour guide...


More  


",Colosseum,You have to see it,14 reviews
N/A,"September 22, 2015
",N/A,lvl_01,"
",4,"
Excellent guided tour by Walking Rome Tours. Four hours of educational touring. Used headsets for continual travelogue.
",Colosseum,Vacation,3 reviews
N/A,"September 22, 2015
","
1 helpful vote ",lvl_01,"
Winnipeg, Canada
",5,"
A must see. Gives an excellent perspective on what life was like during the Roman Era. Many other things to see around the area. Plan ahead to spend at least a day in the area.
",Colosseum,Awesome,3 reviews
16 attraction reviews,"September 22, 2015
","
6 helpful votes ",lvl_04,"
Des Moines, Iowa
",5,"
Of course it's 5 stars!! I'm not even sure why it would need a review. It won't disappoint. I'm not sure why anyone buys tickets at the coleseum. Buy the combo ticket at the forum (no line); see the Palestine hill and the forum (they are great as well). Then go straight to the prepaid line at the coleseum. There...


More  


",Colosseum,It's the coliseum!!!,31 reviews
6 attraction reviews,"September 22, 2015
","
1 helpful vote ",lvl_02,"
Toronto, Canada
",5,"
So incredible to see in real life! Absolutely amazing. I didn't go inside but next time I'm in Rome I will.
",Colosseum,Bigger than life,9 reviews
6 attraction reviews,"September 22, 2015
","
1 helpful vote ",lvl_03,"
",5,"
To walk through and touch the Colosseum is amazing. Our tour guide Francesca is an archeologist who has undertaken excavations on site and her passion was contagious.
",Colosseum,Amazing history,11 reviews
3 attraction reviews,"September 22, 2015
",N/A,lvl_02,"
Port Saint Lucie, Florida
",5,"
The Colosseum is an amazing piece of work. Hard to imagine the construction of this monumental piece of architecture in the age it was build! Make it a point to see this if you're ever in Rome.
",Colosseum,Tour of Italy,5 reviews
13 attraction reviews,"September 22, 2015
","
4 helpful votes ",lvl_03,"
London, United Kingdom
",5,"
Visited the Colosseum on the first Sunday in September and that allowed me free entry also to Palantine Hill and the Roman Forum.
I spent around 1-2 hours roaming these historical sites.
The queues were long but literally took me 10 minutes to gain entry.
It's an awesome place which opened my eyes to history at that time.
",Colosseum,Amazing historical place,17 reviews
9 attraction reviews,"September 22, 2015
","
21 helpful votes ",lvl_04,"
Yeppoon, Australia
",5,"
As most others have reported, incredible from an architectural, engineering and historical perspective. Really worth seeing. Wife and I hade a Roma pass and we turned up around 0830 (today 22/9/15) & it was still fairly quiet, best time to be at these places. Not sure what one of the commenters below was reporting about not opening until 1100 though...


More  


",Colosseum,Incredible,48 reviews
27 attraction reviews,"September 22, 2015
","
6 helpful votes ",lvl_04,"
leics
",5,"
This is an awesome place, pro's the inside is just fantastic the information is set out well and you really do get a feel for what it was like. It's a good idea to watch Russell Crowe in The Gladiator before you go. Con's it is hideously overcrowded and we went in the middle of September. We also hired a...


More  


",Colosseum,Hot and overcrowded,38 reviews
5 attraction reviews,"September 22, 2015
","
4 helpful votes ",lvl_02,"
",4,"
Take your age ID if under 25 as my kids for reduced entry fee. Tour is a waste of money. Audio guide pretty pathetic. Busy but impressive building, a generally Rome handbook will give you the info you need
",Colosseum,Worth seeing,8 reviews
N/A,"September 22, 2015
","
6 helpful votes ",lvl_02,"
Edlesborough, United Kingdom
",5,"
Magnificent and magical, you can actually feel the history, its bigger than you think. Go later in the day its quieter, we also had a guide, well worth it.
",Colosseum,History all around you,8 reviews
N/A,"September 22, 2015
",N/A,lvl_02,"
Adelaide, Australia
",4,"
We visted in peek time and found it ok and easy enough with 3 kids, it was beautiful inside and Luke all of Rome it has amazing architecture. Watch out for the hawkers with there selfie sticks, they are very annoying.
",Colosseum,Colleseum - Beautiful,7 reviews
34 attraction reviews,"September 22, 2015
","
18 helpful votes ",lvl_05,"
Chicago, Illinois
",5,"
Anyone visiting Rome must see this! It is a sight to behold! One of the most well known structures in the world, our guide explained so much of it's history in detail.
",Colosseum,Of course...a Must See,72 reviews
8 attraction reviews,"September 22, 2015
","
3 helpful votes ",lvl_03,"
",4,"
Last year i visited Rome and saw the Colloseum, but alas it was closed due to works being carried out so decided to walk around it , as you look at its structure you see holes, these were where the fixing were for marble which over the years had been stolen.
So you can imagine how it looked in all...


More  


",Colosseum,Interesting,19 reviews
6 attraction reviews,"September 22, 2015
",N/A,lvl_03,"
",5,"
Amazing stills. One of the best attractions of the world. Italy without Colosseum is nothing. Do visit this place and buy passes in advance. Also beware of pick-pocketers.
",Colosseum,Remembering Gladiators,12 reviews
12 attraction reviews,"September 22, 2015
","
22 helpful votes ",lvl_06,"
Brighton, United Kingdom
",4,"
Although u need to pay for this attraction, it is a sure win for everyone. It's an amazing structure that must be seen and with 12€ u get to do it. Lining up to get a ticket for this does not take long and it's really fast.
All in all, lovely attraction and there is 2 gift shops too.
",Colosseum,Must ser,59 reviews
5 attraction reviews,"September 22, 2015
","
3 helpful votes ",lvl_03,"
Bradford, United Kingdom
",4,"
Purchase your tickets in advance to beat the long queues, it is worth paying that little bit extra as you will be fast tracked to the front and in the 36 degrees heat in September it is worth it. Once inside you can spend the whole day there if you choose. Breath-taking and the history and structure of the Colosseum...


More  


",Colosseum,Colosseum a Must,10 reviews
9 attraction reviews,"September 22, 2015
","
10 helpful votes ",lvl_03,"
Coventry, United Kingdom
",5,"
buy tickets before you go and PRINT THEM OFF else you have to queue with everyone else. go in the day to walk around and in the night to take photos :) so lovely and romantic
",Colosseum,ticket help!,16 reviews
7 attraction reviews,"September 22, 2015
","
9 helpful votes ",lvl_03,"
",5,"
I bought the official tour for the third ring and the underground, and the experience was great. It is the only way to access this parts, and I didn't found it expensive (9€). Book it in advance, or you won't be able to enter.
I believe it is a good option to buy it, because it allows you to visit...


More  


",Colosseum,Take the third ring and underground tour!!,21 reviews
3 attraction reviews,"September 22, 2015
",N/A,lvl_02,"
Halifax, United Kingdom
",5,"
Amazing place to visit - you can't visit Rome without seeing this! I recommend pre-booking your tickets to avoid the long queues and walking round at you leisure rather than booking a tour guide.
",Colosseum,Amazing - Not to be missed,6 reviews
N/A,"September 22, 2015
",N/A,lvl_02,"
Potomac, Maryland
",4,"
Admiration of the Roman Empire engineering achievements. We learned about the fact that most gladiators stayed alive after the fights as the Caesars invested a lot in the gladiators schools. Another surprise was that chirurgy and orthopedic medicine advanced dramatically due to the gladiators doctors.
",Colosseum,Eye opener,5 reviews
